case,dataset,fault,status,truth,stage,arm,answer,correct,abstained,confidence,rank_of_truth,reason_for_answer,reason_for_truth,role_of_truth,retention_kept,retention_missed,retention_score,prompt_tokens,eval_tokens,wall_s,gpu_free_before_MB,parse_error,model,thinking,num_ctx
re1tt_ts-order-service_cpu_1,RE1-TT,cpu,clear,ts-order-service,step2,python:strength+llm2:qwen2.5-coder:7b,ts-order-service,True,False,,1,shape ts-order-service_cpu (20.89); shape ts-order-service_latency-90 (1.92),shape ts-order-service_cpu (20.89); shape ts-order-service_latency-90 (1.92),origin,ts-order-service metric shift (ts-order-service_cpu),,1/1,2150,455,10.6,13518,,qwen2.5-coder:7b,False,3584
re1tt_ts-order-service_cpu_1,RE1-TT,cpu,clear,ts-order-service,step2,llm:qwen2.5-coder:7b-nothink-shuffled+llm2:qwen2.5-coder:7b,ts-order-service,True,False,,1,High CPU and latency indicate potential performance issues.,High CPU and latency indicate potential performance issues.,origin,,ts-order-service metric shift (ts-order-service_cpu),0/1,879,582,11.72,13489,,qwen2.5-coder:7b,False,2048
re1tt_ts-order-service_cpu_1,RE1-TT,cpu,clear,ts-order-service,step3,python:strength+py2:rule+llm3:qwen2.5-coder:7b,ts-ticketinfo-service,False,False,high,,ts-ticketinfo-service is listed as the origin in the symptom detection results.,,,ts-order-service metric shift (ts-order-service_cpu),,1/1,1567,41,5.15,13574,,qwen2.5-coder:7b,False,3072
re1tt_ts-order-service_cpu_1,RE1-TT,cpu,clear,ts-order-service,step3,python:strength+llm2:qwen2.5-coder:7b+llm3:qwen2.5-coder:7b,ts-user-service,False,False,high,,"The ts-user-service has the highest symptom score (2.53) and is listed as the origin in its path, indicating it is where the fault started.",,,ts-order-service metric shift (ts-order-service_cpu),,1/1,1549,58,1.2,13514,,qwen2.5-coder:7b,False,3072
re1tt_ts-order-service_cpu_1,RE1-TT,cpu,clear,ts-order-service,step3,llm:qwen2.5-coder:7b-nothink-shuffled+py2:rule+llm3:qwen2.5-coder:7b,ts-order-service,True,False,high,1,"ts-order-service has high CPU and latency symptoms, indicating potential performance issues, and it is listed as the origin in the symptom detection ranking.","ts-order-service has high CPU and latency symptoms, indicating potential performance issues, and it is listed as the origin in the symptom detection ranking.",origin,,ts-order-service metric shift (ts-order-service_cpu),0/1,338,53,4.96,13518,,qwen2.5-coder:7b,False,1536
re1tt_ts-order-service_cpu_1,RE1-TT,cpu,clear,ts-order-service,step3,llm:qwen2.5-coder:7b-nothink-shuffled+llm2:qwen2.5-coder:7b+llm3:qwen2.5-coder:7b,ts-seat-service,False,False,high,,"The ts-seat-service has the highest CPU and memory usage, along with increased latency, indicating potential performance issues. It is also the origin of the fault in the dependency chain.",,,,ts-order-service metric shift (ts-order-service_cpu),0/1,363,60,0.85,13604,,qwen2.5-coder:7b,False,1536
re2tt_ts-order-service_delay_1,RE2-TT,delay,clear,ts-order-service,step1,llm:qwen2.5-coder:7b-nothink-shuffled,ts-inside-payment-service,False,False,,3,High latency and step changes in error rate suggest a potential performance bottleneck.,Step changes in error rate suggest a sudden increase in load or resource contention.,,,ts-order-service new log pattern (INFO <n> --- [<thread>] order.service.Or); ts-order-service log volume quiet (ts-order-service log volume); ts-order-service log rate change (INFO <n> --- [<thread>] order.controller),0/3,7287,681,15.4,13604,,qwen2.5-coder:7b,False,9728
re2tt_ts-order-service_delay_1,RE2-TT,delay,clear,ts-order-service,step2,llm:qwen2.5-coder:7b-nothink-shuffled+py2:naive,ts-inside-payment-service,False,False,,3,High latency and step changes in error rate suggest a potential performance bottleneck.,Step changes in error rate suggest a sudden increase in load or resource contention.,origin,,ts-order-service new log pattern (INFO <n> --- [<thread>] order.service.Or); ts-order-service log volume quiet (ts-order-service log volume); ts-order-service log rate change (INFO <n> --- [<thread>] order.controller),0/3,,,,,,,,
re2tt_ts-order-service_delay_1,RE2-TT,delay,clear,ts-order-service,step2,llm:qwen2.5-coder:7b-nothink-shuffled+py2:rule,ts-inside-payment-service,False,False,,3,High latency and step changes in error rate suggest a potential performance bottleneck.,Step changes in error rate suggest a sudden increase in load or resource contention.,origin,,ts-order-service new log pattern (INFO <n> --- [<thread>] order.service.Or); ts-order-service log volume quiet (ts-order-service log volume); ts-order-service log rate change (INFO <n> --- [<thread>] order.controller),0/3,,,,,,,,
re2tt_ts-order-service_delay_1,RE2-TT,delay,clear,ts-order-service,step2,python:strength+llm2:qwen2.5-coder:7b,ts-security-service,False,False,,3,shape ts-security-service_latency-50 (15.83); shape ts-security-service_latency-90 (23.55),shape ts-order-service_latency-50 (51.03); shape ts-order-service_latency-90 (48),origin,ts-order-service new log pattern (INFO <n> --- [<thread>] order.service.Or); ts-order-service log volume quiet (ts-order-service log volume); ts-order-service log rate change (INFO <n> --- [<thread>] order.controller),,3/3,3933,531,12.11,12965,,qwen2.5-coder:7b,False,5632
re2tt_ts-order-service_delay_1,RE2-TT,delay,clear,ts-order-service,step2,llm:qwen2.5-coder:7b-nothink-shuffled+llm2:qwen2.5-coder:7b,ts-inside-payment-service,False,False,,3,High latency and step changes in error rate suggest a potential performance bottleneck.,Step changes in error rate suggest a sudden increase in load or resource contention.,origin,,ts-order-service new log pattern (INFO <n> --- [<thread>] order.service.Or); ts-order-service log volume quiet (ts-order-service log volume); ts-order-service log rate change (INFO <n> --- [<thread>] order.controller),0/3,1462,299,8.43,13192,,qwen2.5-coder:7b,False,3072
re2tt_ts-order-service_delay_1,RE2-TT,delay,clear,ts-order-service,step3,python:strength+py2:rule+llm3:qwen2.5-coder:7b,ts-auth-service,False,False,high,,ts-auth-service is listed as the origin in the candidate services.,,,ts-order-service new log pattern (INFO <n> --- [<thread>] order.service.Or); ts-order-service log volume quiet (ts-order-service log volume); ts-order-service log rate change (INFO <n> --- [<thread>] order.controller),,3/3,2650,38,5.51,13517,,qwen2.5-coder:7b,False,4096
re2tt_ts-order-service_delay_1,RE2-TT,delay,clear,ts-order-service,step3,python:strength+llm2:qwen2.5-coder:7b+llm3:qwen2.5-coder:7b,ts-order-service,True,False,high,1,"The fault originated in the ts-order-service, as it is listed as the origin in the dependency path and has the highest latency symptoms.","The fault originated in the ts-order-service, as it is listed as the origin in the dependency path and has the highest latency symptoms.",origin,ts-order-service new log pattern (INFO <n> --- [<thread>] order.service.Or); ts-order-service log volume quiet (ts-order-service log volume); ts-order-service log rate change (INFO <n> --- [<thread>] order.controller),,3/3,2573,52,1.44,13455,,qwen2.5-coder:7b,False,4096
re2tt_ts-order-service_delay_1,RE2-TT,delay,clear,ts-order-service,step3,llm:qwen2.5-coder:7b-nothink-shuffled+py2:rule+llm3:qwen2.5-coder:7b,,False,True,high,,model named a service not in the candidate list: upts-order-service,,,,ts-order-service new log pattern (INFO <n> --- [<thread>] order.service.Or); ts-order-service log volume quiet (ts-order-service log volume); ts-order-service log rate change (INFO <n> --- [<thread>] order.controller),0/3,436,64,5.11,13453,,qwen2.5-coder:7b,False,1536
re2tt_ts-order-service_delay_1,RE2-TT,delay,clear,ts-order-service,step3,llm:qwen2.5-coder:7b-nothink-shuffled+llm2:qwen2.5-coder:7b+llm3:qwen2.5-coder:7b,,False,True,high,,model named a service not in the candidate list: upts-order-service,,,,ts-order-service new log pattern (INFO <n> --- [<thread>] order.service.Or); ts-order-service log volume quiet (ts-order-service log volume); ts-order-service log rate change (INFO <n> --- [<thread>] order.controller),0/3,412,60,0.84,13601,,qwen2.5-coder:7b,False,1536
re1ob_cartservice_loss_4,RE1-OB,loss,weak,cartservice,step1,llm:qwen2.5-coder:7b-nothink-shuffled,recommendationservice,False,False,,2,High 90th percentile latency and workload drop suggest a potential performance issue.,Substantial latency increase and workload drop indicate a potential bottleneck.,,,cartservice metric shift (cartservice_latency-90),0/1,630,605,11.88,13601,,qwen2.5-coder:7b,False,2048
re1ob_cartservice_loss_4,RE1-OB,loss,weak,cartservice,step2,llm:qwen2.5-coder:7b-nothink-shuffled+py2:naive,recommendationservice,False,False,,2,High 90th percentile latency and workload drop suggest a potential performance issue.,Substantial latency increase and workload drop indicate a potential bottleneck.,unknown,,cartservice metric shift (cartservice_latency-90),0/1,,,,,,,,
re1ob_cartservice_loss_4,RE1-OB,loss,weak,cartservice,step2,llm:qwen2.5-coder:7b-nothink-shuffled+py2:rule,recommendationservice,False,False,,2,High 90th percentile latency and workload drop suggest a potential performance issue.,Substantial latency increase and workload drop indicate a potential bottleneck.,unknown,,cartservice metric shift (cartservice_latency-90),0/1,,,,,,,,
re1ob_cartservice_loss_4,RE1-OB,loss,weak,cartservice,step2,python:strength+llm2:qwen2.5-coder:7b,recommendationservice,False,False,,2,shape recommendationservice_latency-90 (1.55); shape recommendationservice_latency-50 (1.05),shape cartservice_latency-90 (30.31); shape cartservice_latency-50 (1.4),origin,cartservice metric shift (cartservice_latency-90),,1/1,1092,342,8.56,13573,,qwen2.5-coder:7b,False,2560
re1ob_cartservice_loss_4,RE1-OB,loss,weak,cartservice,step2,llm:qwen2.5-coder:7b-nothink-shuffled+llm2:qwen2.5-coder:7b,recommendationservice,False,False,,2,High 90th percentile latency and workload drop suggest a potential performance issue.,Substantial latency increase and workload drop indicate a potential bottleneck.,origin,,cartservice metric shift (cartservice_latency-90),0/1,743,263,7.71,13545,,qwen2.5-coder:7b,False,2048
re1ob_cartservice_loss_4,RE1-OB,loss,weak,cartservice,step3,python:strength+py2:rule+llm3:qwen2.5-coder:7b,,False,True,low,,"The evidence does not support any single service as the origin of the fault. Multiple services have symptoms that could be related to the fault, and the dependency tracing did not judge all services.",,,cartservice metric shift (cartservice_latency-90),,1/1,553,60,0.96,13573,,qwen2.5-coder:7b,False,2048
re1ob_cartservice_loss_4,RE1-OB,loss,weak,cartservice,step3,python:strength+llm2:qwen2.5-coder:7b+llm3:qwen2.5-coder:7b,productcatalogservice,False,False,high,,The productcatalogservice is listed as the origin in the symptom detection results.,,,cartservice metric shift (cartservice_latency-90),,1/1,579,40,0.69,13573,,qwen2.5-coder:7b,False,2048
re1ob_cartservice_loss_4,RE1-OB,loss,weak,cartservice,step3,llm:qwen2.5-coder:7b-nothink-shuffled+py2:rule+llm3:qwen2.5-coder:7b,recommendationservice,False,False,high,,"The recommendationservice has the highest symptom score with a 90th percentile latency and workload drop, indicating a potential performance issue that could have originated the fault.",,,,cartservice metric shift (cartservice_latency-90),0/1,359,57,5.1,13566,,qwen2.5-coder:7b,False,1536
re1ob_cartservice_loss_4,RE1-OB,loss,weak,cartservice,step3,llm:qwen2.5-coder:7b-nothink-shuffled+llm2:qwen2.5-coder:7b+llm3:qwen2.5-coder:7b,cartservice,True,False,high,1,"The symptoms of substantial latency increase and workload drop, along with the role of being a victim in the dependency chain, strongly indicate that the fault originated in the cartservice.","The symptoms of substantial latency increase and workload drop, along with the role of being a victim in the dependency chain, strongly indicate that the fault originated in the cartservice.",origin,,cartservice metric shift (cartservice_latency-90),0/1,383,59,0.85,13600,,qwen2.5-coder:7b,False,1536
re3ss_carts_f4_1,RE3-SS,f4,weak,carts,step1,llm:qwen2.5-coder:7b-nothink-shuffled,orders,False,False,,2,"High workload and error rate, likely causing cascading issues.","Socket error rate increased, indicating potential issues.",,,carts log volume quiet (carts log volume); carts metric shift (carts_socket),0/2,2206,553,11.79,13603,,qwen2.5-coder:7b,False,3584
re3ss_carts_f4_1,RE3-SS,f4,weak,carts,step2,llm:qwen2.5-coder:7b-nothink-shuffled+py2:naive,orders,False,False,,2,"High workload and error rate, likely causing cascading issues.","Socket error rate increased, indicating potential issues.",origin,,carts log volume quiet (carts log volume); carts metric shift (carts_socket),0/2,,,,,,,,
re3ss_carts_f4_1,RE3-SS,f4,weak,carts,step2,llm:qwen2.5-coder:7b-nothink-shuffled+py2:rule,orders,False,False,,2,"High workload and error rate, likely causing cascading issues.","Socket error rate increased, indicating potential issues.",origin,,carts log volume quiet (carts log volume); carts metric shift (carts_socket),0/2,,,,,,,,
re3ss_carts_f4_1,RE3-SS,f4,weak,carts,step2,python:strength+llm2:qwen2.5-coder:7b,carts,True,False,,1,"log_rare 122 log_rare lines [classes: java.io.IOException, javax.serv (122 patterns); log_oneoff 29 log_oneoff lines [classes: java.net.ConnectException, com (29 patterns)","log_rare 122 log_rare lines [classes: java.io.IOException, javax.serv (122 patterns); log_oneoff 29 log_oneoff lines [classes: java.net.ConnectException, com (29 patterns)",victim,carts log volume quiet (carts log volume); carts metric shift (carts_socket),,2/2,1275,363,8.95,13485,,qwen2.5-coder:7b,False,2560
re3ss_carts_f4_1,RE3-SS,f4,weak,carts,step2,llm:qwen2.5-coder:7b-nothink-shuffled+llm2:qwen2.5-coder:7b,orders,False,False,,2,"High workload and error rate, likely causing cascading issues.","Socket error rate increased, indicating potential issues.",victim,,carts log volume quiet (carts log volume); carts metric shift (carts_socket),0/2,667,248,7.51,13545,,qwen2.5-coder:7b,False,2048
re3ss_carts_f4_1,RE3-SS,f4,weak,carts,step3,python:strength+py2:rule+llm3:qwen2.5-coder:7b,,False,True,low,,The evidence does not support any single service as the origin of the fault. Multiple services have symptoms and dependencies that could be contributing to the issue.,,,carts log volume quiet (carts log volume); carts metric shift (carts_socket),,2/2,831,52,0.94,13573,,qwen2.5-coder:7b,False,2048
re3ss_carts_f4_1,RE3-SS,f4,weak,carts,step3,python:strength+llm2:qwen2.5-coder:7b+llm3:qwen2.5-coder:7b,shipping,False,False,high,,The shipping service has the highest symptom detection rank and is listed as the origin in the path of the fault.,,,carts log volume quiet (carts log volume); carts metric shift (carts_socket),,2/2,855,45,0.81,13573,,qwen2.5-coder:7b,False,2048
re3ss_carts_f4_1,RE3-SS,f4,weak,carts,step3,llm:qwen2.5-coder:7b-nothink-shuffled+py2:rule+llm3:qwen2.5-coder:7b,orders,False,False,high,,"The orders service has the highest workload and error rate, which are likely causing cascading issues that are affecting other services.",,,,carts log volume quiet (carts log volume); carts metric shift (carts_socket),0/2,328,47,4.89,13568,,qwen2.5-coder:7b,False,1536
re3ss_carts_f4_1,RE3-SS,f4,weak,carts,step3,llm:qwen2.5-coder:7b-nothink-shuffled+llm2:qwen2.5-coder:7b+llm3:qwen2.5-coder:7b,payment,False,False,high,,"The payment service has the highest error rate and is causing a socket error, which is likely the origin of the fault.",,,,carts log volume quiet (carts log volume); carts metric shift (carts_socket),0/2,343,47,0.67,13599,,qwen2.5-coder:7b,False,1536
re3ss_carts_f1_1,RE3-SS,f1,clear,carts,step1,llm:gemma4:26b-nothink-shuffled,carts,True,False,,1,High error rate and new method not supported warnings suggest service instability or misconfiguration.,High error rate and new method not supported warnings suggest service instability or misconfiguration.,,carts WARN 'POST not supported'; carts goes quiet (restart); carts error-seconds rise,,3/3,3027,628,56.59,18213,,gemma4:26b,False,4608
re3ss_carts_f1_1,RE3-SS,f1,clear,carts,step2,llm:gemma4:26b-nothink-shuffled+py2:naive,carts,True,False,,1,High error rate and new method not supported warnings suggest service instability or misconfiguration.,High error rate and new method not supported warnings suggest service instability or misconfiguration.,victim,carts WARN 'POST not supported'; carts goes quiet (restart); carts error-seconds rise,,3/3,,,,,,,,
re3ss_carts_f1_1,RE3-SS,f1,clear,carts,step2,llm:gemma4:26b-nothink-shuffled+py2:rule,carts,True,False,,1,High error rate and new method not supported warnings suggest service instability or misconfiguration.,High error rate and new method not supported warnings suggest service instability or misconfiguration.,origin,carts WARN 'POST not supported'; carts goes quiet (restart); carts error-seconds rise,,3/3,,,,,,,,
re3ss_carts_f1_1,RE3-SS,f1,clear,carts,step2,python:strength+llm2:gemma4:26b,carts,True,False,,1,error_rate carts_error (from ~0 errors 6%->98%); log_new WARN o.s.web.servlet.PageNotFound: Request method 'POST' not (0->569),error_rate carts_error (from ~0 errors 6%->98%); log_new WARN o.s.web.servlet.PageNotFound: Request method 'POST' not (0->569),origin,carts WARN 'POST not supported'; carts goes quiet (restart); carts error-seconds rise,,3/3,1581,327,22.47,489,,gemma4:26b,False,3072
re3ss_carts_f1_1,RE3-SS,f1,clear,carts,step2,llm:gemma4:26b-nothink-shuffled+llm2:gemma4:26b,carts,True,False,,1,High error rate and new method not supported warnings suggest service instability or misconfiguration.,High error rate and new method not supported warnings suggest service instability or misconfiguration.,victim,carts WARN 'POST not supported'; carts goes quiet (restart); carts error-seconds rise,,3/3,853,263,21.04,349,,gemma4:26b,False,2048
re3ss_carts_f1_1,RE3-SS,f1,clear,carts,step3,python:strength+py2:rule+llm3:gemma4:26b,carts,True,False,high,1,The 'carts' service is explicitly labeled as the 'origin' and exhibits symptoms including a massive spike in error rates and connection exceptions.,The 'carts' service is explicitly labeled as the 'origin' and exhibits symptoms including a massive spike in error rates and connection exceptions.,origin,carts WARN 'POST not supported'; carts goes quiet (restart); carts error-seconds rise,,3/3,1096,46,18.7,369,,gemma4:26b,False,2560
re3ss_carts_f1_1,RE3-SS,f1,clear,carts,step3,python:strength+llm2:gemma4:26b+llm3:gemma4:26b,carts-db,False,False,high,,"The carts service is marked as an origin with a dependency on carts-db, and carts-db itself is explicitly labeled as an origin with socket shape anomalies, suggesting the root cause is at the database level.",,,carts WARN 'POST not supported'; carts goes quiet (restart); carts error-seconds rise,,3/3,1094,63,2.01,359,,gemma4:26b,False,2560
re3ss_carts_f1_1,RE3-SS,f1,clear,carts,step3,llm:gemma4:26b-nothink-shuffled+py2:rule+llm3:gemma4:26b,carts,True,False,high,1,The 'carts' service is explicitly labeled as the origin and exhibits symptoms of instability (405 Method Not Allowed/PageNotFound) that align with the downstream failures in the dependency chain.,The 'carts' service is explicitly labeled as the origin and exhibits symptoms of instability (405 Method Not Allowed/PageNotFound) that align with the downstream failures in the dependency chain.,origin,carts WARN 'POST not supported'; carts goes quiet (restart); carts error-seconds rise,,3/3,437,57,18.35,353,,gemma4:26b,False,1536
re3ss_carts_f1_1,RE3-SS,f1,clear,carts,step3,llm:gemma4:26b-nothink-shuffled+llm2:gemma4:26b+llm3:gemma4:26b,payment,False,False,high,,"The payment service is explicitly labeled as the origin and shows vanished authorization logs, which aligns with the downstream errors in orders and front-end.",,,carts WARN 'POST not supported'; carts goes quiet (restart); carts error-seconds rise,,3/3,451,47,1.23,373,,gemma4:26b,False,2048
re3ss_carts_f3_1,RE3-SS,f3,clear,carts,step1,llm:gemma4:26b-nothink-shuffled,carts-db,False,False,,2,Socket drops and connection refused errors in carts suggest the database is the root cause.,Experiencing high error rates and connection failures to its backend.,,carts error-rate rise (carts_error); carts new log pattern (WARN o.s.web.servlet.PageNotFound: Reque),carts log volume quiet (carts log volume),2/3,2959,609,28.43,349,,gemma4:26b,False,4608
re3ss_carts_f3_1,RE3-SS,f3,clear,carts,step2,llm:gemma4:26b-nothink-shuffled+py2:naive,carts-db,False,False,,2,Socket drops and connection refused errors in carts suggest the database is the root cause.,Experiencing high error rates and connection failures to its backend.,victim,carts error-rate rise (carts_error); carts new log pattern (WARN o.s.web.servlet.PageNotFound: Reque),carts log volume quiet (carts log volume),2/3,,,,,,,,
re3ss_carts_f3_1,RE3-SS,f3,clear,carts,step2,llm:gemma4:26b-nothink-shuffled+py2:rule,carts-db,False,False,,2,Socket drops and connection refused errors in carts suggest the database is the root cause.,Experiencing high error rates and connection failures to its backend.,victim,carts error-rate rise (carts_error); carts new log pattern (WARN o.s.web.servlet.PageNotFound: Reque),carts log volume quiet (carts log volume),2/3,,,,,,,,
re3ss_carts_f3_1,RE3-SS,f3,clear,carts,step2,python:strength+llm2:gemma4:26b,carts,True,False,,1,error_rate carts_error (from ~0 errors 14%->98%); log_new WARN o.s.web.servlet.PageNotFound: Request method 'POST' not (0->574),error_rate carts_error (from ~0 errors 14%->98%); log_new WARN o.s.web.servlet.PageNotFound: Request method 'POST' not (0->574),victim,carts error-rate rise (carts_error); carts new log pattern (WARN o.s.web.servlet.PageNotFound: Reque); carts log volume quiet (carts log volume),,3/3,1488,309,22.04,481,,gemma4:26b,False,3072
re3ss_carts_f3_1,RE3-SS,f3,clear,carts,step2,llm:gemma4:26b-nothink-shuffled+llm2:gemma4:26b,carts-db,False,False,,2,Socket drops and connection refused errors in carts suggest the database is the root cause.,Experiencing high error rates and connection failures to its backend.,victim,carts error-rate rise (carts_error); carts new log pattern (WARN o.s.web.servlet.PageNotFound: Reque),carts log volume quiet (carts log volume),2/3,669,135,19.52,341,,gemma4:26b,False,2048
re3ss_carts_f3_1,RE3-SS,f3,clear,carts,step3,python:strength+py2:rule+llm3:gemma4:26b,carts-db,False,False,medium,,"The carts service is a victim of carts-db, and carts-db shows socket shape anomalies and log vanishing, suggesting it is the root cause of the errors propagating to carts and front-end.",,,carts error-rate rise (carts_error); carts new log pattern (WARN o.s.web.servlet.PageNotFound: Reque); carts log volume quiet (carts log volume),,3/3,980,61,18.61,359,,gemma4:26b,False,2560
re3ss_carts_f3_1,RE3-SS,f3,clear,carts,step3,python:strength+llm2:gemma4:26b+llm3:gemma4:26b,carts-db,False,False,high,,The service carts-db is explicitly labeled as the 'origin' and shows symptoms like socket shape changes and log anomalies consistent with a database failure.,,,carts error-rate rise (carts_error); carts new log pattern (WARN o.s.web.servlet.PageNotFound: Reque); carts log volume quiet (carts log volume),,3/3,982,50,1.71,350,,gemma4:26b,False,2560
re3ss_carts_f3_1,RE3-SS,f3,clear,carts,step3,llm:gemma4:26b-nothink-shuffled+py2:rule+llm3:gemma4:26b,carts-db,False,False,high,,"The carts-db service shows socket drops and connection refused errors, which directly explains the connection failures reported by its dependent service, carts.",,,carts error-rate rise (carts_error); carts new log pattern (WARN o.s.web.servlet.PageNotFound: Reque),carts log volume quiet (carts log volume),2/3,367,48,17.88,344,,gemma4:26b,False,1536
re3ss_carts_f3_1,RE3-SS,f3,clear,carts,step3,llm:gemma4:26b-nothink-shuffled+llm2:gemma4:26b+llm3:gemma4:26b,carts-db,False,False,high,,The carts-db service is explicitly labeled as the origin and exhibits socket drops and connection refused errors that explain the downstream connection failures in the carts service.,,,carts error-rate rise (carts_error); carts new log pattern (WARN o.s.web.servlet.PageNotFound: Reque),carts log volume quiet (carts log volume),2/3,367,51,1.02,365,,gemma4:26b,False,1536
re3ss_orders_f1_1,RE3-SS,f1,clear,orders,step1,llm:gemma4:26b-nothink-shuffled,queue-master,False,False,,2,Complete silence in logs and disappearance of critical DockerSpawner errors suggests a failure in the task orchestration layer.,Experiencing massive error rates and new JsonMappingException errors which are likely causing upstream failures.,,orders error-rate rise (orders_error); orders new log pattern (Caused by: java.lang.IllegalArgumentExce),orders presence change (orders_diskio),2/3,3315,628,28.62,355,,gemma4:26b,False,5120
re3ss_orders_f1_1,RE3-SS,f1,clear,orders,step2,llm:gemma4:26b-nothink-shuffled+py2:naive,queue-master,False,False,,2,Complete silence in logs and disappearance of critical DockerSpawner errors suggests a failure in the task orchestration layer.,Experiencing massive error rates and new JsonMappingException errors which are likely causing upstream failures.,victim,orders error-rate rise (orders_error); orders new log pattern (Caused by: java.lang.IllegalArgumentExce),orders presence change (orders_diskio),2/3,,,,,,,,
re3ss_orders_f1_1,RE3-SS,f1,clear,orders,step2,llm:gemma4:26b-nothink-shuffled+py2:rule,queue-master,False,False,,2,Complete silence in logs and disappearance of critical DockerSpawner errors suggests a failure in the task orchestration layer.,Experiencing massive error rates and new JsonMappingException errors which are likely causing upstream failures.,victim,orders error-rate rise (orders_error); orders new log pattern (Caused by: java.lang.IllegalArgumentExce),orders presence change (orders_diskio),2/3,,,,,,,,
re3ss_orders_f1_1,RE3-SS,f1,clear,orders,step2,python:strength+llm2:gemma4:26b,front-end,False,False,,2,"log_new POST /orders status400 - ms - - (0->644); log_new Order response: {""cause"":{""cause"":{""cause"":null,""message"":""C (0->643)",log_new Caused by: java.lang.IllegalArgumentException: Conflicting s (0->644); log_new Caused by: com.fasterxml.jackson.databind.JsonMappingExcepti (0->643),origin,orders presence change (orders_diskio); orders error-rate rise (orders_error); orders new log pattern (Caused by: java.lang.IllegalArgumentExce),,3/3,1476,302,21.83,491,,gemma4:26b,False,3072
re3ss_orders_f1_1,RE3-SS,f1,clear,orders,step2,llm:gemma4:26b-nothink-shuffled+llm2:gemma4:26b,queue-master,False,False,,2,Complete silence in logs and disappearance of critical DockerSpawner errors suggests a failure in the task orchestration layer.,Experiencing massive error rates and new JsonMappingException errors which are likely causing upstream failures.,origin,orders error-rate rise (orders_error); orders new log pattern (Caused by: java.lang.IllegalArgumentExce),orders presence change (orders_diskio),2/3,751,160,19.8,364,,gemma4:26b,False,2048
re3ss_orders_f1_1,RE3-SS,f1,clear,orders,step3,python:strength+py2:rule+llm3:gemma4:26b,orders-db,False,False,medium,,"The orders service is a victim of an IllegalArgumentException/JsonMappingException, and its dependency path points to orders-db, which shows anomalous socket and CPU shapes.",,,orders presence change (orders_diskio); orders error-rate rise (orders_error); orders new log pattern (Caused by: java.lang.IllegalArgumentExce),,3/3,994,54,18.48,349,,gemma4:26b,False,2560
re3ss_orders_f1_1,RE3-SS,f1,clear,orders,step3,python:strength+llm2:gemma4:26b+llm3:gemma4:26b,orders,True,False,high,1,The 'orders' service is explicitly labeled as the 'origin' and shows internal errors (IllegalArgumentException and JsonMappingException) that explain the 400 status codes seen by the 'front-end' victim.,The 'orders' service is explicitly labeled as the 'origin' and shows internal errors (IllegalArgumentException and JsonMappingException) that explain the 400 status codes seen by the 'front-end' victim.,origin,orders presence change (orders_diskio); orders error-rate rise (orders_error); orders new log pattern (Caused by: java.lang.IllegalArgumentExce),,3/3,988,63,1.77,377,,gemma4:26b,False,2560
re3ss_orders_f1_1,RE3-SS,f1,clear,orders,step3,llm:gemma4:26b-nothink-shuffled+py2:rule+llm3:gemma4:26b,queue-master,False,False,high,,"The shipping service is a victim of queue-master, and queue-master shows a complete disappearance of critical logs, which aligns with the root cause of the downstream failures in orders and shipping.",,,orders error-rate rise (orders_error); orders new log pattern (Caused by: java.lang.IllegalArgumentExce),orders presence change (orders_diskio),2/3,377,59,18.24,371,,gemma4:26b,False,1536
re3ss_orders_f1_1,RE3-SS,f1,clear,orders,step3,llm:gemma4:26b-nothink-shuffled+llm2:gemma4:26b+llm3:gemma4:26b,orders,True,False,high,1,The orders service is explicitly labeled as the origin of the fault and is experiencing new JsonMappingException errors that are causing upstream failures in the front-end and shipping services.,The orders service is explicitly labeled as the origin of the fault and is experiencing new JsonMappingException errors that are causing upstream failures in the front-end and shipping services.,origin,orders error-rate rise (orders_error); orders new log pattern (Caused by: java.lang.IllegalArgumentExce),orders presence change (orders_diskio),2/3,377,53,1.03,390,,gemma4:26b,False,1536
re3ss_orders_f3_1,RE3-SS,f3,clear,orders,step1,llm:gemma4:26b-nothink-shuffled,orders-db,False,False,,3,Shows a clear step change in socket count and network-related logs,High error rate and receiving null payment responses,,orders INFO 'payment response: null'; front-end 'Not Acceptable' orders; orders error-seconds rise,,3/3,3005,612,26.82,390,,gemma4:26b,False,4608
re3ss_orders_f3_1,RE3-SS,f3,clear,orders,step2,llm:gemma4:26b-nothink-shuffled+py2:naive,orders-db,False,False,,3,Shows a clear step change in socket count and network-related logs,High error rate and receiving null payment responses,victim,orders INFO 'payment response: null'; front-end 'Not Acceptable' orders; orders error-seconds rise,,3/3,,,,,,,,
re3ss_orders_f3_1,RE3-SS,f3,clear,orders,step2,llm:gemma4:26b-nothink-shuffled+py2:rule,orders-db,False,False,,3,Shows a clear step change in socket count and network-related logs,High error rate and receiving null payment responses,victim,orders INFO 'payment response: null'; front-end 'Not Acceptable' orders; orders error-seconds rise,,3/3,,,,,,,,
