case,dataset,fault,status,truth,stage,arm,answer,correct,abstained,confidence,rank_of_truth,reason_for_answer,reason_for_truth,role_of_truth,retention_kept,retention_missed,retention_score,prompt_tokens,eval_tokens,wall_s,gpu_free_before_MB,parse_error,model,thinking,num_ctx
re3ss_carts_f1_1,RE3-SS,f1,clear,carts,step3,python:strength+py2:rule+py3:top1,carts,True,False,high,1,error_rate carts_error (from ~0 errors 6%->98%); log_new WARN o.s.web.servlet.PageNotFound: Request method 'POST' not (0->569),error_rate carts_error (from ~0 errors 6%->98%); log_new WARN o.s.web.servlet.PageNotFound: Request method 'POST' not (0->569),origin,carts WARN 'POST not supported'; carts goes quiet (restart); carts error-seconds rise,,3/3,,,,,,,,
re3ss_carts_f1_1,RE3-SS,f1,clear,carts,step3,python:strength+py2:rule+py3:role,carts,True,False,high,1,step 2 labelled it the origin; error_rate carts_error (from ~0 errors 6%->98%); log_new WARN o.s.web.servlet.PageNotFound: Request method 'POST' not (0->569),step 2 labelled it the origin; error_rate carts_error (from ~0 errors 6%->98%); log_new WARN o.s.web.servlet.PageNotFound: Request method 'POST' not (0->569),origin,carts WARN 'POST not supported'; carts goes quiet (restart); carts error-seconds rise,,3/3,,,,,,,,
re3ss_carts_f3_1,RE3-SS,f3,clear,carts,step3,python:strength+py2:naive+py3:top1,carts,True,False,medium,1,error_rate carts_error (from ~0 errors 14%->98%); log_new WARN o.s.web.servlet.PageNotFound: Request method 'POST' not (0->574),error_rate carts_error (from ~0 errors 14%->98%); log_new WARN o.s.web.servlet.PageNotFound: Request method 'POST' not (0->574),victim,carts error-rate rise (carts_error); carts new log pattern (WARN o.s.web.servlet.PageNotFound: Reque); carts log volume quiet (carts log volume),,3/3,,,,,,,,
re3ss_carts_f3_1,RE3-SS,f3,clear,carts,step3,python:strength+py2:naive+py3:role,carts,True,False,medium,1,"no candidate was labelled origin, fell back to step 1's top candidate; error_rate carts_error (from ~0 errors 14%->98%); log_new WARN o.s.web.servlet.PageNotFound: Request method 'POST' not (0->574)","no candidate was labelled origin, fell back to step 1's top candidate; error_rate carts_error (from ~0 errors 14%->98%); log_new WARN o.s.web.servlet.PageNotFound: Request method 'POST' not (0->574)",victim,carts error-rate rise (carts_error); carts new log pattern (WARN o.s.web.servlet.PageNotFound: Reque); carts log volume quiet (carts log volume),,3/3,,,,,,,,
re3ss_carts_f3_1,RE3-SS,f3,clear,carts,step3,python:strength+py2:rule+py3:top1,carts,True,False,medium,1,error_rate carts_error (from ~0 errors 14%->98%); log_new WARN o.s.web.servlet.PageNotFound: Request method 'POST' not (0->574),error_rate carts_error (from ~0 errors 14%->98%); log_new WARN o.s.web.servlet.PageNotFound: Request method 'POST' not (0->574),victim,carts error-rate rise (carts_error); carts new log pattern (WARN o.s.web.servlet.PageNotFound: Reque); carts log volume quiet (carts log volume),,3/3,,,,,,,,
re3ss_carts_f3_1,RE3-SS,f3,clear,carts,step3,python:strength+py2:rule+py3:role,carts,True,False,medium,1,"no candidate was labelled origin, fell back to step 1's top candidate; error_rate carts_error (from ~0 errors 14%->98%); log_new WARN o.s.web.servlet.PageNotFound: Request method 'POST' not (0->574)","no candidate was labelled origin, fell back to step 1's top candidate; error_rate carts_error (from ~0 errors 14%->98%); log_new WARN o.s.web.servlet.PageNotFound: Request method 'POST' not (0->574)",victim,carts error-rate rise (carts_error); carts new log pattern (WARN o.s.web.servlet.PageNotFound: Reque); carts log volume quiet (carts log volume),,3/3,,,,,,,,
re3ss_orders_f1_1,RE3-SS,f1,clear,orders,step3,python:strength+py2:naive+py3:top1,front-end,False,False,medium,,"log_new POST /orders status400 - ms - - (0->644); log_new Order response: {""cause"":{""cause"":{""cause"":null,""message"":""C (0->643)",,,orders presence change (orders_diskio); orders error-rate rise (orders_error); orders new log pattern (Caused by: java.lang.IllegalArgumentExce),,3/3,,,,,,,,
re3ss_orders_f1_1,RE3-SS,f1,clear,orders,step3,python:strength+py2:naive+py3:role,front-end,False,False,medium,,"no candidate was labelled origin, fell back to step 1's top candidate; log_new POST /orders status400 - ms - - (0->644); log_new Order response: {""cause"":{""cause"":{""cause"":null,""message"":""C (0->643)",,,orders presence change (orders_diskio); orders error-rate rise (orders_error); orders new log pattern (Caused by: java.lang.IllegalArgumentExce),,3/3,,,,,,,,
re3ss_orders_f1_1,RE3-SS,f1,clear,orders,step3,python:strength+py2:rule+py3:top1,front-end,False,False,medium,,"log_new POST /orders status400 - ms - - (0->644); log_new Order response: {""cause"":{""cause"":{""cause"":null,""message"":""C (0->643)",,,orders presence change (orders_diskio); orders error-rate rise (orders_error); orders new log pattern (Caused by: java.lang.IllegalArgumentExce),,3/3,,,,,,,,
re3ss_orders_f1_1,RE3-SS,f1,clear,orders,step3,python:strength+py2:rule+py3:role,front-end,False,False,medium,,"no candidate was labelled origin, fell back to step 1's top candidate; log_new POST /orders status400 - ms - - (0->644); log_new Order response: {""cause"":{""cause"":{""cause"":null,""message"":""C (0->643)",,,orders presence change (orders_diskio); orders error-rate rise (orders_error); orders new log pattern (Caused by: java.lang.IllegalArgumentExce),,3/3,,,,,,,,
re3ss_orders_f3_1,RE3-SS,f3,clear,orders,step3,python:strength+py2:naive+py3:top1,front-end,False,False,medium,,"log_new Order response: {""statusCode"":status406,""body"":{""timestamp"": (0->642); log_rate POST /orders status406 - ms - - (77->642)",,,orders INFO 'payment response: null'; front-end 'Not Acceptable' orders; orders error-seconds rise,,3/3,,,,,,,,
re3ss_orders_f3_1,RE3-SS,f3,clear,orders,step3,python:strength+py2:naive+py3:role,front-end,False,False,medium,,"no candidate was labelled origin, fell back to step 1's top candidate; log_new Order response: {""statusCode"":status406,""body"":{""timestamp"": (0->642); log_rate POST /orders status406 - ms - - (77->642)",,,orders INFO 'payment response: null'; front-end 'Not Acceptable' orders; orders error-seconds rise,,3/3,,,,,,,,
re3ss_orders_f3_1,RE3-SS,f3,clear,orders,step3,python:strength+py2:rule+py3:top1,front-end,False,False,medium,,"log_new Order response: {""statusCode"":status406,""body"":{""timestamp"": (0->642); log_rate POST /orders status406 - ms - - (77->642)",,,orders INFO 'payment response: null'; front-end 'Not Acceptable' orders; orders error-seconds rise,,3/3,,,,,,,,
re3ss_orders_f3_1,RE3-SS,f3,clear,orders,step3,python:strength+py2:rule+py3:role,front-end,False,False,medium,,"no candidate was labelled origin, fell back to step 1's top candidate; log_new Order response: {""statusCode"":status406,""body"":{""timestamp"": (0->642); log_rate POST /orders status406 - ms - - (77->642)",,,orders INFO 'payment response: null'; front-end 'Not Acceptable' orders; orders error-seconds rise,,3/3,,,,,,,,
re3ss_front-end_f1_1,RE3-SS,f1,clear,front-end,step3,python:strength+py2:naive+py3:top1,front-end,True,False,medium,1,log_rate POST /cart status500 <n> ms - <n> (77->705); log_rate POST /cart status201 - ms - - (655->30),log_rate POST /cart status500 <n> ms - <n> (77->705); log_rate POST /cart status201 - ms - - (655->30),victim,"front-end error-rate rise (front-end_error); front-end new log pattern (Order response: {""statusCode"":status406,); front-end log rate change (POST /cart status500 <n> ms - <n>)",,3/3,,,,,,,,
re3ss_front-end_f1_1,RE3-SS,f1,clear,front-end,step3,python:strength+py2:naive+py3:role,front-end,True,False,medium,1,"no candidate was labelled origin, fell back to step 1's top candidate; log_rate POST /cart status500 <n> ms - <n> (77->705); log_rate POST /cart status201 - ms - - (655->30)","no candidate was labelled origin, fell back to step 1's top candidate; log_rate POST /cart status500 <n> ms - <n> (77->705); log_rate POST /cart status201 - ms - - (655->30)",victim,"front-end error-rate rise (front-end_error); front-end new log pattern (Order response: {""statusCode"":status406,); front-end log rate change (POST /cart status500 <n> ms - <n>)",,3/3,,,,,,,,
re3ss_front-end_f1_1,RE3-SS,f1,clear,front-end,step3,python:strength+py2:rule+py3:top1,front-end,True,False,medium,1,log_rate POST /cart status500 <n> ms - <n> (77->705); log_rate POST /cart status201 - ms - - (655->30),log_rate POST /cart status500 <n> ms - <n> (77->705); log_rate POST /cart status201 - ms - - (655->30),victim,"front-end error-rate rise (front-end_error); front-end new log pattern (Order response: {""statusCode"":status406,); front-end log rate change (POST /cart status500 <n> ms - <n>)",,3/3,,,,,,,,
re3ss_front-end_f1_1,RE3-SS,f1,clear,front-end,step3,python:strength+py2:rule+py3:role,front-end,True,False,medium,1,"no candidate was labelled origin, fell back to step 1's top candidate; log_rate POST /cart status500 <n> ms - <n> (77->705); log_rate POST /cart status201 - ms - - (655->30)","no candidate was labelled origin, fell back to step 1's top candidate; log_rate POST /cart status500 <n> ms - <n> (77->705); log_rate POST /cart status201 - ms - - (655->30)",victim,"front-end error-rate rise (front-end_error); front-end new log pattern (Order response: {""statusCode"":status406,); front-end log rate change (POST /cart status500 <n> ms - <n>)",,3/3,,,,,,,,
re2ss_user_loss_1,RE2-SS,loss,clear,user,step3,python:strength+py2:naive+py3:top1,user,True,False,medium,1,presence user_latency-50 (52.72 (100%->35%)); presence user_latency-90 (112.1 (100%->35%)),presence user_latency-50 (52.72 (100%->35%)); presence user_latency-90 (112.1 (100%->35%)),unknown,user latency goes quiet; user error metric appears; user log volume quiet,,3/3,,,,,,,,
re2ss_user_loss_1,RE2-SS,loss,clear,user,step3,python:strength+py2:naive+py3:role,user,True,False,medium,1,"no candidate was labelled origin, fell back to step 1's top candidate; presence user_latency-50 (52.72 (100%->35%)); presence user_latency-90 (112.1 (100%->35%))","no candidate was labelled origin, fell back to step 1's top candidate; presence user_latency-50 (52.72 (100%->35%)); presence user_latency-90 (112.1 (100%->35%))",unknown,user latency goes quiet; user error metric appears; user log volume quiet,,3/3,,,,,,,,
re2ss_user_loss_1,RE2-SS,loss,clear,user,step3,python:strength+py2:rule+py3:top1,user,True,False,medium,1,presence user_latency-50 (52.72 (100%->35%)); presence user_latency-90 (112.1 (100%->35%)),presence user_latency-50 (52.72 (100%->35%)); presence user_latency-90 (112.1 (100%->35%)),unknown,user latency goes quiet; user error metric appears; user log volume quiet,,3/3,,,,,,,,
re2ss_user_loss_1,RE2-SS,loss,clear,user,step3,python:strength+py2:rule+py3:role,user,True,False,medium,1,"no candidate was labelled origin, fell back to step 1's top candidate; presence user_latency-50 (52.72 (100%->35%)); presence user_latency-90 (112.1 (100%->35%))","no candidate was labelled origin, fell back to step 1's top candidate; presence user_latency-50 (52.72 (100%->35%)); presence user_latency-90 (112.1 (100%->35%))",unknown,user latency goes quiet; user error metric appears; user log volume quiet,,3/3,,,,,,,,
re1ob_adservice_mem_1,RE1-OB,mem,clear,adservice,step3,python:strength+py2:naive+py3:top1,adservice,True,False,medium,1,shape adservice_mem (10.6); shape adservice_cpu (33.07),shape adservice_mem (10.6); shape adservice_cpu (33.07),unknown,adservice metric shift (adservice_mem),,1/1,,,,,,,,
re1ob_adservice_mem_1,RE1-OB,mem,clear,adservice,step3,python:strength+py2:naive+py3:role,adservice,True,False,medium,1,"no candidate was labelled origin, fell back to step 1's top candidate; shape adservice_mem (10.6); shape adservice_cpu (33.07)","no candidate was labelled origin, fell back to step 1's top candidate; shape adservice_mem (10.6); shape adservice_cpu (33.07)",unknown,adservice metric shift (adservice_mem),,1/1,,,,,,,,
re1ob_adservice_mem_1,RE1-OB,mem,clear,adservice,step3,python:strength+py2:rule+py3:top1,adservice,True,False,medium,1,shape adservice_mem (10.6); shape adservice_cpu (33.07),shape adservice_mem (10.6); shape adservice_cpu (33.07),unknown,adservice metric shift (adservice_mem),,1/1,,,,,,,,
re1ob_adservice_mem_1,RE1-OB,mem,clear,adservice,step3,python:strength+py2:rule+py3:role,adservice,True,False,medium,1,"no candidate was labelled origin, fell back to step 1's top candidate; shape adservice_mem (10.6); shape adservice_cpu (33.07)","no candidate was labelled origin, fell back to step 1's top candidate; shape adservice_mem (10.6); shape adservice_cpu (33.07)",unknown,adservice metric shift (adservice_mem),,1/1,,,,,,,,
re2ob_checkoutservice_disk_1,RE2-OB,disk,clear,checkoutservice,step3,python:strength+py2:naive+py3:top1,checkoutservice,True,False,high,1,shape checkoutservice_mem (12.77); shape checkoutservice_cpu (47),shape checkoutservice_mem (12.77); shape checkoutservice_cpu (47),victim,checkoutservice presence change (checkoutservice_diskio); checkoutservice metric shift (checkoutservice_mem),,2/2,,,,,,,,
re2ob_checkoutservice_disk_1,RE2-OB,disk,clear,checkoutservice,step3,python:strength+py2:naive+py3:role,recommendationservice,False,False,high,,"step 2 labelled it the origin; log_new [Recv ListRecommendations] product_ids=['<n>ZYFJ3GM2N', '<n> (0->4); log_new [Recv ListRecommendations] product_ids=['L9ECAV7KIM', '<n>YM (0->4)",,,checkoutservice presence change (checkoutservice_diskio); checkoutservice metric shift (checkoutservice_mem),,2/2,,,,,,,,
re2ob_checkoutservice_disk_1,RE2-OB,disk,clear,checkoutservice,step3,python:strength+py2:rule+py3:top1,checkoutservice,True,False,high,1,shape checkoutservice_mem (12.77); shape checkoutservice_cpu (47),shape checkoutservice_mem (12.77); shape checkoutservice_cpu (47),victim,checkoutservice presence change (checkoutservice_diskio); checkoutservice metric shift (checkoutservice_mem),,2/2,,,,,,,,
re2ob_checkoutservice_disk_1,RE2-OB,disk,clear,checkoutservice,step3,python:strength+py2:rule+py3:role,recommendationservice,False,False,high,,"step 2 labelled it the origin; log_new [Recv ListRecommendations] product_ids=['<n>ZYFJ3GM2N', '<n> (0->4); log_new [Recv ListRecommendations] product_ids=['L9ECAV7KIM', '<n>YM (0->4)",,,checkoutservice presence change (checkoutservice_diskio); checkoutservice metric shift (checkoutservice_mem),,2/2,,,,,,,,
re1tt_ts-order-service_cpu_1,RE1-TT,cpu,clear,ts-order-service,step3,python:strength+py2:naive+py3:top1,ts-order-service,True,False,high,1,shape ts-order-service_cpu (20.89); shape ts-order-service_latency-90 (1.92),shape ts-order-service_cpu (20.89); shape ts-order-service_latency-90 (1.92),victim,ts-order-service metric shift (ts-order-service_cpu),,1/1,,,,,,,,
re1tt_ts-order-service_cpu_1,RE1-TT,cpu,clear,ts-order-service,step3,python:strength+py2:naive+py3:role,ts-consign-service,False,False,low,,step 2 labelled it the origin; shape ts-consign-service_latency-90 (1.26); shape ts-consign-service_latency-50 (1.09),,,ts-order-service metric shift (ts-order-service_cpu),,1/1,,,,,,,,
re1tt_ts-order-service_cpu_1,RE1-TT,cpu,clear,ts-order-service,step3,python:strength+py2:rule+py3:top1,ts-order-service,True,False,high,1,shape ts-order-service_cpu (20.89); shape ts-order-service_latency-90 (1.92),shape ts-order-service_cpu (20.89); shape ts-order-service_latency-90 (1.92),victim,ts-order-service metric shift (ts-order-service_cpu),,1/1,,,,,,,,
re1tt_ts-order-service_cpu_1,RE1-TT,cpu,clear,ts-order-service,step3,python:strength+py2:rule+py3:role,ts-consign-service,False,False,low,,step 2 labelled it the origin; shape ts-consign-service_latency-90 (1.26); shape ts-consign-service_latency-50 (1.09),,,ts-order-service metric shift (ts-order-service_cpu),,1/1,,,,,,,,
re2tt_ts-order-service_delay_1,RE2-TT,delay,clear,ts-order-service,step3,python:strength+py2:naive+py3:top1,ts-security-service,False,False,high,,shape ts-security-service_latency-50 (15.83); shape ts-security-service_latency-90 (23.55),,,ts-order-service new log pattern (INFO <n> --- [<thread>] order.service.Or); ts-order-service log volume quiet (ts-order-service log volume); ts-order-service log rate change (INFO <n> --- [<thread>] order.controller),,3/3,,,,,,,,
re2tt_ts-order-service_delay_1,RE2-TT,delay,clear,ts-order-service,step3,python:strength+py2:naive+py3:role,ts-auth-service,False,False,high,,step 2 labelled it the origin; quiet ts-auth-service log volume (256.9->163 lines/min); log_new INFO <n> --- [<thread>] auth.service.impl.TokenServiceImpl : (0->4),,,ts-order-service new log pattern (INFO <n> --- [<thread>] order.service.Or); ts-order-service log volume quiet (ts-order-service log volume); ts-order-service log rate change (INFO <n> --- [<thread>] order.controller),,3/3,,,,,,,,
re2tt_ts-order-service_delay_1,RE2-TT,delay,clear,ts-order-service,step3,python:strength+py2:rule+py3:top1,ts-security-service,False,False,high,,shape ts-security-service_latency-50 (15.83); shape ts-security-service_latency-90 (23.55),,,ts-order-service new log pattern (INFO <n> --- [<thread>] order.service.Or); ts-order-service log volume quiet (ts-order-service log volume); ts-order-service log rate change (INFO <n> --- [<thread>] order.controller),,3/3,,,,,,,,
re2tt_ts-order-service_delay_1,RE2-TT,delay,clear,ts-order-service,step3,python:strength+py2:rule+py3:role,ts-auth-service,False,False,high,,step 2 labelled it the origin; quiet ts-auth-service log volume (256.9->163 lines/min); log_new INFO <n> --- [<thread>] auth.service.impl.TokenServiceImpl : (0->4),,,ts-order-service new log pattern (INFO <n> --- [<thread>] order.service.Or); ts-order-service log volume quiet (ts-order-service log volume); ts-order-service log rate change (INFO <n> --- [<thread>] order.controller),,3/3,,,,,,,,
re1ob_cartservice_loss_4,RE1-OB,loss,weak,cartservice,step3,python:strength+py2:naive+py3:top1,recommendationservice,False,False,medium,,shape recommendationservice_latency-90 (1.55); shape recommendationservice_latency-50 (1.05),,,cartservice metric shift (cartservice_latency-90),,1/1,,,,,,,,
re1ob_cartservice_loss_4,RE1-OB,loss,weak,cartservice,step3,python:strength+py2:naive+py3:role,recommendationservice,False,False,medium,,"no candidate was labelled origin, fell back to step 1's top candidate; shape recommendationservice_latency-90 (1.55); shape recommendationservice_latency-50 (1.05)",,,cartservice metric shift (cartservice_latency-90),,1/1,,,,,,,,
re1ob_cartservice_loss_4,RE1-OB,loss,weak,cartservice,step3,python:strength+py2:rule+py3:top1,recommendationservice,False,False,medium,,shape recommendationservice_latency-90 (1.55); shape recommendationservice_latency-50 (1.05),,,cartservice metric shift (cartservice_latency-90),,1/1,,,,,,,,
re1ob_cartservice_loss_4,RE1-OB,loss,weak,cartservice,step3,python:strength+py2:rule+py3:role,recommendationservice,False,False,medium,,"no candidate was labelled origin, fell back to step 1's top candidate; shape recommendationservice_latency-90 (1.55); shape recommendationservice_latency-50 (1.05)",,,cartservice metric shift (cartservice_latency-90),,1/1,,,,,,,,
re3ss_carts_f4_1,RE3-SS,f4,weak,carts,step3,python:strength+py2:naive+py3:top1,carts,True,False,medium,1,"log_rare 122 log_rare lines [classes: java.io.IOException, javax.serv (122 patterns); log_oneoff 29 log_oneoff lines [classes: java.net.ConnectException, com (29 patterns)","log_rare 122 log_rare lines [classes: java.io.IOException, javax.serv (122 patterns); log_oneoff 29 log_oneoff lines [classes: java.net.ConnectException, com (29 patterns)",victim,carts log volume quiet (carts log volume); carts metric shift (carts_socket),,2/2,,,,,,,,
re3ss_carts_f4_1,RE3-SS,f4,weak,carts,step3,python:strength+py2:naive+py3:role,carts,True,False,medium,1,"no candidate was labelled origin, fell back to step 1's top candidate; log_rare 122 log_rare lines [classes: java.io.IOException, javax.serv (122 patterns); log_oneoff 29 log_oneoff lines [classes: java.net.ConnectException, com (29 patterns)","no candidate was labelled origin, fell back to step 1's top candidate; log_rare 122 log_rare lines [classes: java.io.IOException, javax.serv (122 patterns); log_oneoff 29 log_oneoff lines [classes: java.net.ConnectException, com (29 patterns)",victim,carts log volume quiet (carts log volume); carts metric shift (carts_socket),,2/2,,,,,,,,
re3ss_carts_f4_1,RE3-SS,f4,weak,carts,step3,python:strength+py2:rule+py3:top1,carts,True,False,medium,1,"log_rare 122 log_rare lines [classes: java.io.IOException, javax.serv (122 patterns); log_oneoff 29 log_oneoff lines [classes: java.net.ConnectException, com (29 patterns)","log_rare 122 log_rare lines [classes: java.io.IOException, javax.serv (122 patterns); log_oneoff 29 log_oneoff lines [classes: java.net.ConnectException, com (29 patterns)",victim,carts log volume quiet (carts log volume); carts metric shift (carts_socket),,2/2,,,,,,,,
re3ss_carts_f4_1,RE3-SS,f4,weak,carts,step3,python:strength+py2:rule+py3:role,carts,True,False,medium,1,"no candidate was labelled origin, fell back to step 1's top candidate; log_rare 122 log_rare lines [classes: java.io.IOException, javax.serv (122 patterns); log_oneoff 29 log_oneoff lines [classes: java.net.ConnectException, com (29 patterns)","no candidate was labelled origin, fell back to step 1's top candidate; log_rare 122 log_rare lines [classes: java.io.IOException, javax.serv (122 patterns); log_oneoff 29 log_oneoff lines [classes: java.net.ConnectException, com (29 patterns)",victim,carts log volume quiet (carts log volume); carts metric shift (carts_socket),,2/2,,,,,,,,
